smiles,name,drugname,description,drugbank_id,PubChem_CID
CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O,Ciprofibrate,Ciprofibrate,Ciprofibrate is a potent inducer of peroxisomal beta-oxidation in rat liver.,DB09064,
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,Bezafibrate,Bezafibrate,Antilipemic agent that lowers cholesterol and triglycerides. It decreases low density lipoproteins and increases high density lipoproteins.,DB01393,39042.0
CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCOC(=O)C1=CN=CC=C1,Etofibrate,Etofibrate,Etofibrate is a fibrate produced by the combination of clofibrate ester linked to niacin. These components separate in the body slowly allowing for pharmacokinetics similar to controlled-release formulations.,DB08983,65777.0
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,Ibudilast,Ibudilast,"Ibudilast is an anti-inflammatory and neuroprotective oral agent which shows an excellent safety profile at 60 mg/day and provides significantly prolonged time-to-first relapse and attenuated brain volume shrinkage in patients with relapsing-remitting (RR) and/or secondary progressive (SP) multiple sclerosis (MS). Ibudilast is currently in development in the U.S. (codes: AV-411 or MN-166), but is approved for use as an antiinflammatory in Japan.",DB05266,3671.0
CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1,Gabapentin enacarbil,Gabapentin Enacarbil,"Gabapentin enacarbil is marketed under the name Horizant. It is a prodrug of gabapentin, and indicated in adults for the treatment of Restless Legs Syndrome (RLS) and postherpetic neuralgia (PHN).",DB08872,9883933.0
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,Aprobarbital,Aprobarbital,"Aprobarbital is a barbiturate derivative synthesized in the 1920s by Ernst Preiswerk. It was determined that the substance was capable of demonstrating sedative, hypnotic, and anticonvulsant effects. A primary treatment indicated for the use of aprobarbital was subsequently insomnia. Aprobarbital was never as widely used as more common barbiturate derivatives such as phenobarbital and is now rarely prescribed.",DB01352,6464.0
CC(C)C1=CC=C(C)C=C1O,Thymol,Thymol,"A phenol obtained from thyme oil or other volatile oils. It is used as a stabilizer in pharmaceutic preparations. It has been used for its antiseptic, antibacterial, and antifungal actions, and was formerly used as a vermifuge. (Dorland, 28th ed)",DB02513,6989.0
CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O,Dexibuprofen,Dexibuprofen,"Dexibuprofen, S(+)-ibuprofen, is a non-steroidal anti-inflammatory drug (NSAID). It is a pharmacologically effective enantiomer of racemic ibuprofen that differs in physicochemical properties. It is proposed to be more pharmacologically active and tolerable with a better safety profile than ibuprofen due to higher concentration of active S enantiomer. Dexibuprofen has a slower dissolution rate in the simulated gastric and enteric juices compared with the racemic ibuprofen and displays improved oral bioavilability. For Metabolism, Enzymes, Carriers, Transporters Sections, refer to [Ibuprofen].",DB09213,39912.0
CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,Alfacalcidol,Alfacalcidol,"Alfacalcidol, or 1-alpha-hydroxycholecalciferol or 1-alpha-hydroxyvitamin D3, is a non-endogenous analogue of [vitamin D]. It plays an essential function in calcium homeostasis and bone metabolism. Alfacaldisol is activated by the enzyme 25-hydroxylase in the liver to mediate its effects in the body, or most importantly, the kidneys and bones. The pharmacological actions of alfacalcidol are prolonged than vitamin D because a negative feedback mechanism regulates the final activation step of vitamin D in the kidneys.  Alfacalcidol is available in oral and intravenous formulations. In Canada, it is marketed as ONE-ALPHA, which manages hypocalcemia, secondary hyperparathyroidism, and osteodystrophy in adults with chronic renal failure. In approving European countries, alfacalcidol is also indicated for managing nutritional and malabsorptive rickets and osteomalacia, vitamin D-dependent rickets and osteomalacia, and hypophosphataemic vitamin D resistant rickets and osteomalacia.",DB01436,5282181.0
CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCCO,Gramicidin D,Gramicidin D,"Gramcidin D is a heterogeneous mixture of three antibiotic compounds, gramicidins A, B and C, making up 80%, 6%, and 14% respectively all of which are obtained from the soil bacterial species Bacillus brevis and called collectively gramicidin D. Gramcidins are 15 residue peptides with alternating D and L amino acids, which assemble inside of the hydrophobic interior of the cellular lipid bilayer to form a β-helix. Active against most Gram-positive bacteria and some Gram-negative organisms, Gramicidin D is used primarily as a topical antibiotic and is also found in Polysporin ophthalmic solution.",DB00027,45267103.0
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,Nafarelin,Nafarelin,Nafarelin is a potent synthetic agonist of gonadotropin-releasing hormone with 3-(2-naphthyl)-D-alanine substitution at residue 6. Nafarelin has been used in the treatments of central precocious puberty and endometriosis.,DB00666,25077405.0
CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Terconazole,Terconazole,"Terconazole is an antifungal medication, Terconazole includes a triazole ring linked to a piperazine. It also features a chlorinated aromatic system and an ether-linked glucose derivative, highlighting its design for targeted biological activity against fungal pathogens.",DB00251,441383.0
CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,Practolol,Practolol,A beta-adrenergic antagonist that has been used in the emergency treatment of cardiac arrhythmias.,DB01297,4883.0
CC(C)NCC(O)COC1=CC=CC=C1CC=C,Alprenolol,Alprenolol,"One of the adrenergic beta-antagonists used as an antihypertensive, anti-anginal, and anti-arrhythmic agent. Alprenolol is no longer marketed by AstraZeneca, but may still be available in generic varieties.",DB00866,2119.0
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,Oxprenolol,Oxprenolol,"A beta-adrenergic antagonist used in the treatment of hypertension, angina pectoris, arrhythmias, and anxiety.",DB01580,4631.0
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,Azelnidipine,Azelnidipine,"Azelnidipine is a dihydropyridine calcium channel blocker. It is marketed by Daiichi-Sankyo pharmaceuticals, Inc. in Japan.  It has a gradual onset of action and produces a long-lasting decrease in blood pressure, with only a small increase in heart rate, unlike some other calcium channel blockers. It is currently being studied for post-ischemic stroke management.",DB09230,65948.0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Levomenthol,l-Menthol,"Menthol is a covalent organic compound made synthetically or obtained from peppermint or other mint oils. Forming clear or white waxy, crystalline substance, menthol is typically solid at room temperature. (-)-Menthol is the naturally-occurring and main form of menthol, and is assigned the (1R,2S,5R) configuration. Menthol mediates anesthetic properties and anti-irritating properties locally, thus it is widely used to relieve minor throat irritations.",DB00825,16666.0
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,Vapreotide,Vapreotida,Vapreotide is a synthetic octapeptide somatostatin analog. It was being studied for the treatment of cancer.,DB04894,6918026.0
CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,Dimetindene,Dimethindene,Dimetindene (Fenistil) is an antihistamine/anticholinergic used orally and locally as an antipruritic.,DB08801,21855.0
CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,Fenoterol,Fenoterol,Fenoterol is an adrenergic beta-2 agonist that is used as a bronchodilator and tocolytic.,DB01288,3343.0
CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,Protokylol,Protokylol,Protokylol is a β-adrenergic receptor agonist used as a bronchodilator in Europe and the United States.,DB06814,
CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,Nylidrin,Nylidrin,"Nylidrin, also known as buphenine belongs to the category of drugs called vasodilators, which relax blood vessels and increase blood flow. Nylidrin is a peripheral vasodilator. Some studies show the evidence of improving cognitive impairment in selected individuals, such as geriatric patients with mild to moderate symptoms of cognitive, emotional and physical impairment.  Nylidrin is utilized to treat several disorders that may benefit from increased blood flow (for example, certain mental disorders, blood vessel disease due to diabetes, frostbite, night leg cramps, and certain types of ulcers). This medication works by dilating (widening) blood vessels to help increase blood flow (improving circulation) throughout the body, including the extremities and central nervous system. This effect may help to improve memory/judgment, improve walking ability, and support the healing of frostbite/ulcers.  FDA has considered nylidrin as ""lacking substantial evidence of effectiveness"" in cerebral ischemia, cerebral arteriosclerosis, and other cerebral circulatory insufficiencies. Therefore, the FDA has withdrawn nylidrin from the U.S. market.",DB06152,4567.0
CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C#N,Cyamemazine,Cyamemazine,"Cyamemazine (Tercian), also known as cyamepromazine, is a typical antipsychotic drug of the phenothiazine class used primarily in the treatment of schizophrenia and psychosis-associated anxiety. Cyamemazine actually behaves like an atypical antipsychotic, due to its potent anxiolytic effects (5-HT2C) and lack of extrapyramidal side effects (5-HT2A).",DB09000,62865.0
CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,Aceprometazine,Aceprometazine,"Aceprometazine is a is a drug with neuroleptic and anti-histamine properties. Although not widely prescribed, it is used in combination with meprobamate for the treatment of sleep disorders in France under the trade name Mepronizine.",DB01615,26035.0
CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C,Dimetotiazine,Dimetotiazine,Dimetotiazine has considerable antiemetic & serotonin antagonistic action used mainly in allergic skin conditions.,DB08967,3089.0
CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C,Isothipendyl,Isothipendyl,Isothipendyl is an antihistamine and anticholinergic used as an antipruritic.,DB08802,3781.0
CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,Tolperisone,Tolperisone,"Tolperisone is an oral, centrally acting muscle relaxant. Its precise mechanism is not completely understood, though it blocks sodium and calcium channels. It possesses a high affinity for nervous system tissue, reaching highest concentrations in brain stem, spinal cord and peripheral nerves. Based on existing clinical data, Tolperisone is not sedating and does not interact with alcohol.",DB06264,
CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C,Pinacidil,pinacidil,"Pinacidil is a cyanoguanidine drug that acts by opening ATP-sensitive potassium channels, leading to peripheral vasodilatation of arterioles and decreasing peripheral vascular resistance. The above processes result in reduced blood pressure. This drug has been discontinued by the FDA.",DB06762,
CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O,Stepronin,Stepronin,Strepronin is a mucolytic drug. A mucolytic agent is any agent which dissolves thick mucus usually used to help relieve respiratory difficulties. The viscosity of mucous secretions in the lungs is dependent upon the concentrations of mucoprotein as well as the presence of disulfide bonds between these macromolecules and DNA.,DB01423,54120.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,Permethrin,Permethrin,"A pyrethroid insecticide commonly used in the treatment of lice infestations and scabies. It is a yellow to light orange-brown, low melt-ing solid or viscous liquid.",DB04930,40326.0
CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1,Efonidipine,Efonidipine,"Efonidipine is a calcium channel blocker of the dihydropyridine class, commercialized by Shionogi & Co. (Japan). Initially, it was marketed in 1995 under the trade name, Landel. The drug has been shown to block T-type in addition to L-type calcium channels. It has also been studied in atherosclerosis and acute renal failure. This drug is also known as NZ-105, and several studies have been done on its pharmacokinetics in animals.",DB09235,119171.0
CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,Seratrodast,Seratrodast,Seratrodast (INN) is a thromboxane receptor antagonist used primarily in the treatment of asthma.,DB06739,2449.0
CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1,Sulfamoxole,Sulfamoxole,Sulfamoxole is an antibacterial in the sulfonamide class.,DB08798,12894.0
CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,Tolfenamic acid,Tolfenamic acid,"Tolfenamic acid, with the formula N-(2-methyl-3-chlorphenyl)-anthranilic acid, is a nonsteroidal anti-inflammatory agent. It was discovered by scientists at Medica Pharmaceutical Company in Finland. It is used in the UK as a treatment for migraine under the name of Clotam. In the US, it presents a Status class I by the FDA. By the European Medicine Agency, it was granted in 2016 with the status of orphan for the treatment of supranuclear palsy.",DB09216,610479.0
CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,Rimonabant,Rimonabant,"Rimonabant is an anorectic anti-obesity drug produced and marketed by Sanofi-Aventis. It is an inverse agonist for the cannabinoid receptor CB1. Its main avenue of effect is reduction in appetite. Rimonabant is the first selective CB1 receptor blocker to be approved for use anywhere in the world. Rimonabant is approved in 38 countries including the E.U., Mexico, and Brazil. It was rejected for approval for use in the United States. This decision was made after a U.S. advisory panel recommended the medicine not be approved because it may increase suicidal thinking and depression.",DB06155,104850.0
CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O,Suramin,Suramin,"A polyanionic compound with an unknown mechanism of action. It is used parenterally in the treatment of African trypanosomiasis and it has been used clinically with diethylcarbamazine to kill the adult Onchocerca. (From AMA Drug Evaluations Annual, 1992, p1643) It has also been shown to have potent antineoplastic properties. Suramin is manufactured by Bayer in Germany as Germanin?.",DB04786,5361.0
CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,Clonixin,Clonixin,Clonixin is a non-steroidal anti-inflammatory drug.,DB09218,28718.0
CC1=CC(=CC=C1)N1CC(CO)OC1=O,Toloxatone,Toloxatone,"Toloxatone is an antidepressant agent, the first ever use of which was in France, 1984. It acts as a selective  and reversible inhibitor of monoamine oxidase-A (MOA).",DB09245,34521.0
CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,Minaprine,Minaprine,"Minaprine is a psychotropic drug which has proved to be effective in the treatment of various depressive states. Like most antidepressants minaprine antagonizes behavioral despair. Minaprine  is an amino-phenylpyridazine antidepressant reported to be relatively free of cardiotoxicity, drowsiness, and weight gain.",DB00805,4199.0
CC1=CC(=O)C2=CC=CC=C2C1=O,Menadione,Menadione,"A synthetic naphthoquinone without the isoprenoid side chain and biological activity, but can be converted to active vitamin K2, menaquinone, after alkylation in vivo.",DB00170,4055.0
CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1,Rupatadine,Rupatadine,Rupatadine is a dual histamine H1 receptor and platelet activating factor receptor antagonist that is used for symptomatic relief in seasonal and perennial rhinitis as well as chronic spontaneous urticaria. It was approved for marketing in Canada under the tradename Rupall and comes in tablet formulation for adult use and liquid formulation for pediatric use.,DB11614,133017.0
CC1=CC(O)=CC(C)=C1Cl,Chloroxylenol,Chloroxylenol,"Chloroxylenol, or para-chloro-meta-xylenol (PCMX), is an antiseptic and disinfectant agent used for skin disinfection and surgical instruments. It is found in antibacterial soaps, wound-cleansing applications, and household antiseptics. The halophenol is shown to be most effective against Gram positive bacteria where it disrupts the cell wall due to its phenolic nature. Chloroxylenol is on the World Health Organization's List of Essential Medicines.",DB11121,2723.0
CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,Bupranolol,Bupranolol,"Bupranolol is a non-selective beta blocker with potency similar to [propanolol]. It does not have intrinsic sympathomimetic activity (ISA), but does have strong membrane stabilizing activity.",DB08808,2475.0
CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,Bopindolol,Bopindolol,Bopindolol (INN) is an ester prodrug for the beta blocker [pindolol].,DB08807,44112.0
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,Gliclazide,Gliclazide,"Gliclazide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It has been classified differently according to its drug properties in which based on its chemical structure, gliclazide is considered a first-generation sulfonylurea due to the structural presence of a sulfonamide group able to release a proton and the presence of one aromatic group. On the other hand, based on the pharmacological efficacy, gliclazide is considered a second-generation sulfonylurea which presents a higher potency and a shorter half-life. Gliclazide belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Gliclazide has been shown to decrease fasting plasma glucose, postprandial blood glucose and glycosolated hemoglobin (HbA1c) levels (reflective of the last 8-10 weeks of glucose control). Gliclazide is extensively metabolized by the liver; its metabolites are excreted in both urine (60-70%) and feces (10-20%).",DB01120,3475.0
CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,Lumiracoxib,Lumiracoxib,"Lumiracoxib is a COX-2 selective non-steroidal anti-inflammatory drug (NSAID). On August 11, 2007, Australia's Therapeutic Goods Administration (TGA, the Australian equivalent of the FDA) cancelled the registration of lumiracoxib in Australia due to concerns that it may cause liver failure. New Zealand and Canada have also followed suit in recalling the drug.",DB01283,151166.0
CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1,Pirlindole,Pirlindole,"This drug is classified as a reversible inhibitor of monoamine oxidase A enzyme (also known as a RIMA drug). It was developed and is currently used as an antidepressant in Russia. Its chemical structure is similar to metralindole, and it also shares pharmacological properties with this drug.  Pirlindole is a selective, reversible inhibitor of monoamine oxidase (MAO) subtype A (MAO-A) that is approved in several European and non-European countries for the treatment of major depression. The antidepressant efficacy and safety of pirlindole have been demonstrated in numerous studies and, supported by many years of clinical experience in the treatment of depression. Pirlindole's efficacy and safety have also been shown in the treatment of fibromyalgia.",DB09244,68802.0
CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,Dapiprazole,Dapiprazole,Dapiprazole (U.S. trade name Rev-Eyes) is an alpha blocker. It is found in ophthalmic solutions used to reverse mydriasis after an eye examination.,DB00298,3033538.0
CC1=CC=CC=C1OCC(O)CO,Mephenesin,Mephenesin,Mephenesin is a synthetic cresol glyceryl ether which produces transient muscle relaxation and paralysis via central nervous system depression. It first entered use in the 1950s.,DB13583,
CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,Pemirolast,Pemirolast,"Pemirolast potassium is a slightly yellow powder that is soluble in water. It is a mast cell stabilizer that acts as an antiallergic agent. As an ophthalmic aqueous sterile solution, pemirolast is used for the prevention of itching of the eyes caused by allergies such as hay fever, and allergic conjunctivitis. Pemirolast is potentially useful for prophylaxis of pulmonary hypersensitivity reactions to drugs such as paclitaxel.",DB00885,57697.0
CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,Tasosartan,Tasosartan,Tasosartan is a long-acting angiotensin II (AngII) receptor blocker. Its long duration of action has been attributed to its active metabolite enoltasosartan. It is used to treat patients with essential hypertension.,DB01349,60919.0
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,Sulfamerazine,Sulfamerazine,A sulfanilamide that is used as an antibacterial agent.,DB01581,5325.0
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,Etoricoxib,Etoricoxib,"Etoricoxib is a new COX-2 selective inhibitor. Current therapeutic indications are: treatment of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, chronic low back pain, acute pain and gout. Like any other COX-2 selective inhibitor, Etoricoxib selectively inhibits isoform 2 of cyclo-oxigenase enzyme (COX-2) to reduce the generation of prostaglandins (PGs) from arachidonic acid. It is approved in more than 60 countries worldwide but not in the US.",DB01628,123619.0
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Imidafenacin,Imidafenacin,Imidafenacin is an antispasmodic agent with anticholinergic effects. It antagonizes muscarinic receptors in the bladder to reduce the frequency of urination in the treatment of overactive bladder. It is marketed in Japan under the tradenames Staybla by Ono Pharmaceutical and Uritos by Kyojin Pharmaceutical.,DB09262,6433090.0
CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,Brotizolam,Brotizolam,"Brotizolam is a sedative-hypnotic thienodiazepine drug which is a benzodiazepine analog. It demonstrates anxiolytic, anticonvulsant, hypnotic, sedative and skeletal muscle relaxant effects. Brotizolam has similar effects to short-acting benzodiazepines such as triazolam. Brotizolam is indicated for 2-4 weeks of treatment for severe or debilitating insomnia. Brotizolam is an extremely potent drug and it is rapidly eliminated with an average half-life of 4.4 hours (range 3.6 - 7.9 hours).  Brotizolam is not approved for sale in the UK, United States or Canada but is sold in the Netherlands, Germany, Spain, Belgium, Austria, Portugal, Israel, Italy and Japan.",DB09017,2451.0
CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,Sitaxentan,Sitaxentan,"Sitaxentan was marketed under the trade name Thelin for the treatment of pulmonary arterial hypertension (PAH) by Encysive Pharmaceuticals until Pfizer purchased Encysive in February 2008. In 2010, Pfizer voluntarily removed sitaxentan from the market over concerns of hepatotoxicity.",DB06268,216235.0
CC1=[N+]([O-])C=C(N=C1)C(O)=O,Acipimox,Acipimox,"Acipimox is a niacin derivative used as a hypolipidemic agent. It is used in low doses and may have less marked adverse effects, although it is unclear whether the recommended dose is as effective as are standard doses of nicotinic acid. Acipimox inhibits the production of triglycerides by the liver and the secretion of VLDL, which leads indirectly to a modest reduction in LDL and increase in HDL. Long-term administration is associated with reduced mortality, but unwanted effects limit its clinical use. Adverse effects include flushing (associated with Prostaglandin D2), palpitations, and GI disturbances. Flushing can be reduced by taking aspirin 20-30 min before taking Acipimox. High doses can cause disorders of liver function, impair glucose tolerance and precipitate gout.",DB09055,5310993.0
CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Melperone,Melperone,"Melperone is an atypical antipsychotic of the butyrophenone chemical class, making it structurally related to the typical antipsychotic haloperidol.  Melperone has been used for a span of greater than 30 years in the European Union. It has been well established in the treatment of confusion, anxiety, restlessness (particularly in the elderly) and schizophrenia as It is known to be well-tolerated with an excellent safety profile. Recently, it has been studied as a treatment of psychosis related to Parkinson's disease.",DB09224,15387.0
CC1NCCOC1C1=CC=CC=C1,Phenmetrazine,Phenmetrazine,A sympathomimetic drug used primarily as an appetite depressant. Its actions and mechanisms are similar to dextroamphetamine.,DB00830,4762.0
CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Normethadone,Normethadone,Normethadone is used as an opioid antitussive in combination with [DB11610]. It is marketed in Canada by Valeant under the tradename Cophylac.,DB11609,10090.0
CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,Ketobemidone,Ketobemidone,Ketobemidone is a powerful opioid analgesic. It also has some NMDA-antagonist properties. This makes it useful for some types of pain that don't respond well to other opioids. The most commonly cited equalisation ratio for analgesic doses is 25 mg of ketobemidone hydrobromide to 60 mg of morphine hydrochloride or sulfate and circa 8 mg of ketobemidone by injection.,DB06738,10101.0
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,Parecoxib,Parecoxib,"Parecoxib is a water-soluble and injectable prodrug of valdecoxib. It is marketed as Dynastat in the European Union. Parecoxib is a COX2 selective inhibitor in the same category as celecoxib (Celebrex) and rofecoxib (Vioxx). As it is injectable, it can be used perioperatively when patients are unable to take oral medications. It is approved through much of Europe for short term perioperative pain control much in the same way ketorolac (Toradol) is used in the United States. A letter of non-approval for parecoxib was issued by the FDA in 2005.",DB08439,119828.0
CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,Fosinopril,Fozitec,"Fosinopril is a phosphinic acid-containing ester prodrug that belongs to the angiotensin-converting enzyme (ACE) inhibitor class of medications. It is rapidly hydrolyzed to fosinoprilat, its principle active metabolite. Fosinoprilat inhibits ACE, the enzyme responsible for the conversion of angiotensin I (ATI) to angiotensin II (ATII). ATII regulates blood pressure and is a key component of the renin-angiotensin-aldosterone system (RAAS). Fosinopril may be used to treat mild to moderate hypertension, as an adjunct in the treatment of congestive heart failure, and to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy.",DB00492,55891.0
CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,Caspofungin,Cancidas,"Caspofungin (brand name Cancidas worldwide) is an antifungal drug and the first member of a new drug class called the echinocandins, as coined by Merck & Co., Inc. It is typically administered intravenously. It shows activity against infections with Aspergillus and Candida, and works by inhibiting β(1,3)-D-Glucan of the fungal cell wall.",DB00520,3035406.0
CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Phenprocoumon,Phenprocoumon,Coumarin derivative that acts as a long-acting oral anticoagulant.,DB00946,54680692.0
CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1,Trimebutine,Trimebutine,"Trimebutine is a spasmolytic agent that regulates intestinal and colonic motility and relieves abdominal pain with antimuscarinic and weak mu opioid agonist effects. It is marketed for the treatment of irritable bowel syndrome (IBS) and lower gastrointestinal tract motility disorders, with IBS being one of the most common multifactorial GI disorders. It is used to restore normal bowel function and is commonly present in pharmaceutical mixtures as trimebutine maleate salt form. Trimebutine is not a FDA-approved drug, but it is available in Canada and several other international countries.",DB09089,5573.0
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Methadyl acetate,Methadyl acetate,A narcotic analgesic with a long onset and duration of action. It is used mainly in the treatment of narcotic dependence.,DB01433,10517.0
