drug,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,TSNE1,TSNE2,cluster_kmeans_5,cluster_kmeans_6,cluster_kmeans_7,cluster_kmeans_8,cluster_kmeans_9,cluster_kmeans_10,cluster_kmeans_11,cluster_kmeans_12,cluster_kmeans_13,cluster_kmeans_14,cluster_kmeans_15,cluster_kmeans_16,cluster_kmeans_17,cluster_kmeans_18,cluster_kmeans_19,cluster_kmeans_20,cluster_birch_5,cluster_birch_6,cluster_birch_7,cluster_birch_8,cluster_birch_9,cluster_birch_10,cluster_birch_11,cluster_birch_12,cluster_birch_13,cluster_birch_14,cluster_birch_15,cluster_birch_16,cluster_birch_17,cluster_birch_18,cluster_birch_19,cluster_birch_20,cluster_agglomerative_5,cluster_agglomerative_6,cluster_agglomerative_7,cluster_agglomerative_8,cluster_agglomerative_9,cluster_agglomerative_10,cluster_agglomerative_11,cluster_agglomerative_12,cluster_agglomerative_13,cluster_agglomerative_14,cluster_agglomerative_15,cluster_agglomerative_16,cluster_agglomerative_17,cluster_agglomerative_18,cluster_agglomerative_19,cluster_agglomerative_20
DB01129,-3.038312575864197,-1.2706696282829488,0.9597236201280962,0.9274083986335796,-0.5850764646507127,0.254515591134284,-0.1934994346132653,0.2024539817438571,0.042300185947228,-0.4639460206072858,-0.1148348773640078,-0.2041839029401873,-0.5446959890975456,-0.1193689207158087,-0.0080063260021938,0.0568645724062078,-0.1979519559059036,-0.1437608740102817,0.0434127689942399,-0.2003595949142438,0.2392460708072321,0.0337082251342569,-0.0560536937971256,0.1940911952626052,-0.4541230750096962,-0.008649193868933,-0.1385206557106613,-0.0079414805928346,-0.1955319327069423,-0.1150550175321285,-0.1224049327810897,0.114225916655055,0.0340066403715509,0.1159709846370847,0.1004981803586874,-0.1388647477442569,-0.0673911658591627,0.0615150400413561,-0.1113013621361175,0.0484702752817591,-0.001318128381516,0.0675487616793424,0.0622105680159347,0.026891388857514,-0.0664606492313266,0.0019042934347742,0.1588883814479795,0.1170834323707176,-0.0133116867750807,-0.0981621584695675,-21.201153,-32.48084,2,1,6,1,5,4,10,6,10,2,13,1,0,15,4,6,4,4,4,4,4,4,4,4,1,1,0,6,6,2,2,2,4,4,4,1,0,4,4,4,4,4,4,4,1,0,18,18
DB01141,1.4765355023750075,2.382201834528,-0.3314277005802641,1.9967690344944933,1.3207726705567795,-0.4165579848089362,-0.0995624501179495,0.3220487194788877,-0.0001044855246997,-0.3531132012385452,0.6324186435085464,0.0334430702244069,-0.259532055916925,0.0650401240188356,0.195361587281606,-0.16804122385246,0.2440261827490077,0.0137471142114839,0.1463360561897793,-0.046312405373699,-0.1525874996678406,0.053465570901412,-0.0246607047380051,-0.0214963530090743,0.1120476771984398,0.0911286445860544,-0.0246040890934967,-0.0527543110367837,0.0300791234297419,-0.1296910049920016,0.1391065291382687,-0.0899010305539655,-0.1046468571318584,-0.0068290335733086,-0.1298965399154748,-0.0202511024081378,-0.0041572051322416,-0.0952295594759375,-0.1371562476258792,0.0345961581719882,-0.1917051061096444,0.0043777638728281,0.0310564286889618,-0.0658518737728726,0.2046675346331678,0.1097478511315548,-0.0306561318409339,-0.0063721949385277,-0.1128782647459332,-0.0697108154154996,21.289457,39.847404,1,2,0,5,4,6,3,9,6,3,6,7,14,11,11,1,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,6,6,6,6,6,6,6,6,2,2,2,2,2,2
DB01574,7.024733060519078,-0.7999751868436391,-0.0573171929886797,-0.2514554259938283,-0.4043433784290742,0.1753883943943995,0.1074384951387892,0.1820752929276541,0.2160749037062725,0.334595558949847,-0.0038049811522343,-0.220815595596363,0.1335048372956624,0.0888789019929426,-0.0800040053085867,-0.3757901803592917,0.0431026774815016,0.0155963491843201,0.0900663521156982,0.1190240902540723,0.0678154099076445,-0.2080320315973103,-0.0016791164515104,0.1827753586528291,0.0679740840457824,-0.04883499393191,-0.1277485643656497,-0.1287658359300215,-0.1004962316425932,-0.0332349348877872,-0.1064701671956746,0.0499087993897177,-0.1950582274068419,0.0158442323567446,0.0454672344452257,-0.1676876324601484,-0.0126035240523603,0.0802152321415124,0.0293422620490831,-0.062128707156846,0.0451077848990103,-0.0080521953946885,0.0260017588605677,-0.050806604398686,0.0779302250188281,-0.0695099826871493,-0.0988634445908736,-0.1178840047832601,-0.13370973891476,0.0340328869889601,49.388676,-13.621579,4,5,3,7,8,8,4,7,0,0,8,5,2,17,14,9,3,3,3,3,3,3,1,0,4,4,4,4,4,4,1,0,2,2,0,7,7,7,7,7,7,3,3,1,0,17,17,17
DB01602,-3.3973058314297138,0.6469554029223943,0.9727399916148112,0.2095381432500728,0.0253707509198431,-0.4449210192713083,-0.5569213566353285,-0.8557742944602127,-0.5081478829252868,-0.1344017290011393,0.0201710166379904,0.693629029292131,0.2110750830439112,0.5467457707150466,0.1012283922295234,-0.1854697752749853,-0.240279351591815,-0.1710757397411665,-0.169441129887826,0.520239410469391,0.1585961136221026,-0.1259185552474009,-0.1771099558421714,0.1203154378898457,-0.068282393801459,0.2284339076146587,-0.0425446573982242,0.0680527572875867,-0.2281190777112844,-0.1501093702646058,0.0336635127033737,-0.0807722098979964,-0.0708009719092873,0.0267380488153396,-0.0434147287835445,-0.2186963795546027,0.017885327510091,-0.0888099123793566,0.0696053746092807,0.0245723437263387,-0.1569859031688275,0.3454019344192335,0.2789465766538185,0.1611390649841778,0.0191139758587716,-0.0700319560792932,-0.0896469814070099,-0.015885630845258,0.042892793305038,-0.0071517576129507,-11.563248,16.199635,0,0,4,4,6,1,8,5,8,11,10,15,1,13,1,3,0,5,2,2,0,5,5,5,5,5,5,5,2,0,18,18,0,0,5,5,5,5,5,2,2,2,0,15,15,15,15,15
DB00485,-1.8639967621596167,-0.9358823859250562,-0.2685582514531029,-0.8601627316614593,0.2349143648579739,-0.7339885953668187,-0.5556587757838599,-0.6313111572272915,-0.035098108198712,-0.5621137730854927,-0.1707538872631169,0.785117161777529,-0.1111802061635312,-0.1519294237244833,-0.0488271995138053,-0.1097205508231223,-0.3488849632949855,0.0362101658446959,-0.4197126786034008,0.2887765805386266,-0.0636186912087384,-0.0104307074977545,-0.3865538627475059,0.1128622962162783,0.2739096878151736,0.2648260262807299,0.0591756731292084,-0.0400607884167359,-0.1310664963332765,-0.1201051635383805,-0.2582311054624248,-0.3034866890641016,-0.0844901885082836,-0.215432442216908,-0.1457082819249682,-0.193148228574943,-0.0543565479717681,-0.290740005985215,0.2136454868709222,0.0701676170369449,-0.0357742928468541,0.365258414579498,0.4043681802806501,0.2362836500213586,-0.0226363462050128,-0.0078458616243703,-0.128040568157254,0.0529403040852043,0.0516228910340025,0.0884649561652353,-6.5814724,9.847109,1,2,4,4,6,1,8,10,12,11,10,8,1,13,1,3,0,5,2,2,0,5,5,5,5,5,5,5,2,0,18,18,0,0,5,5,5,5,5,2,2,2,0,15,15,15,15,15
DB09242,1.3160719586381258,-0.998159654889888,-0.231159283836884,-1.3835025238894487,-0.1439851500429861,-0.3969888926729209,-0.7100354920410272,0.3471207268795749,0.4639447789919118,-0.2146774038699611,0.0256506437891903,-0.4250872497667257,-0.0844975667741215,0.0531017860999836,-0.2369549827943266,-0.0407278756956049,-0.0393932992157558,-0.1067721468387305,-0.1786427195021056,0.0774077672742967,-0.0788321994019935,-0.0346479079823088,-0.3648519228606287,0.1023535173622911,-0.0259014324327116,-0.1253401024669073,0.1308246594484338,0.2615015769829464,-0.0188438469409934,0.152286533166169,-0.0872230984469512,0.104744645974314,-0.0364215282957093,0.1005606599848934,0.0016071813359373,0.0190300695502643,-0.0218292935298846,-0.0308732339490054,0.0475601985363782,0.0211546301730079,0.0717861470295287,-0.04107136679457,0.0320610022428912,0.0674855489067631,0.0323315253162237,-0.0539006498994664,0.0946007445591799,0.1348603600345604,0.0090271683896613,0.0736821322312386,5.032184,1.2773173,1,2,4,4,6,1,8,10,12,1,3,8,10,10,13,19,0,2,0,1,1,1,0,3,3,3,1,1,1,1,0,7,0,0,5,5,5,5,5,2,2,2,0,8,8,3,1,0
DB01162,-1.8840002576367847,1.2853977589914194,-1.5141650418776162,-1.0343124864866902,-0.1003338002382882,-0.2123349862997611,-0.4382289874120872,-0.0789469016573305,-0.4917077871494816,-0.1552472694249649,0.1508060421512778,-0.7556252771702427,-0.2809905331035104,-0.418842542853974,-0.0572090455774915,0.1203632789466358,-0.026988163753745,-0.092896158552281,-0.0609066106675087,-0.0920509337914899,0.1324623855941164,-0.1167043260041807,-0.0407618174052821,0.0704086552313693,-0.2068961959342956,0.0988286603756194,0.0818673872216297,0.1305571005734462,-0.2625174980746732,0.0112823216527114,0.1110709816800866,0.269513955833457,-0.0747581664487112,-0.0057070047022805,-0.0341230159305005,-0.1069565376241781,0.0263853463888922,-0.1444387291067273,-0.0433778996225919,0.0035931308361615,0.1394431915390288,-0.0410218445375073,-0.0278197942835994,0.061888743516713,0.0146908579078836,0.1172492718747267,-0.2453236124406795,0.0650723179550302,0.1535662152860313,-0.0091824400911064,-24.562607,30.524202,3,3,5,0,1,9,9,8,9,4,7,15,15,9,5,17,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,0,5,2,2,2,2,2,0,3,1,1,0,16,16,16,16
DB00701,-3.8596124862357377,0.901404318510063,0.3304866601140088,1.3385079198117396,0.2195408313738762,-0.3180862561262744,0.1057573824525786,-0.3378570987687858,-0.3082321574978737,0.0236798431712473,0.0273068546054934,-0.372901940455469,0.458204278565223,0.6583445207067361,0.3066056007563892,0.1153938882754176,0.0954130350456387,-0.0307676503775869,0.0361696219979983,0.1922465544254532,-0.2013870387711834,-0.1892350021219124,-0.0326513686730912,0.1016395481314537,0.0016373514890288,0.0460253278305617,-0.3084454536851521,0.0626410575554307,0.1978767134487679,-0.0469921229254502,-0.087150486770361,-0.0801262288602988,0.1442677074895596,-0.0285996539310507,-0.1891833178602296,0.1524638849482955,-0.0173852310631889,0.1232146436664391,0.1570882858532403,0.0868911560590035,0.0829746709534699,-0.0581462495029825,-0.0881775991257607,-0.0084386437930032,-0.2005514375996376,0.0053811605438019,-0.0130084413379634,-0.0911803606726106,-0.0487711134357414,-0.0835721128488042,-46.233593,9.825812,0,0,1,6,7,0,1,1,3,7,2,12,5,0,8,0,2,0,5,5,5,2,2,2,2,0,14,14,14,14,14,14,3,3,3,3,1,0,1,1,0,7,7,7,7,7,7,7
DB00243,-4.664044620144523,0.8525766293242215,0.0335108084843258,1.174918154481845,-0.2233278399597986,-0.3711302432401244,0.1133426575105356,0.128147118146241,-0.7438795316510312,0.3188996638809038,-0.0571325765492642,-0.33473217298382,-0.2576895463393297,0.3075076550785648,0.1589595164939269,-0.0293272904116938,-0.1969358218054105,-0.0415412749779774,-0.1047974433266687,0.1780765666375663,-0.2426667490868237,-0.1991326393721351,0.0347250572182276,0.3023732514500452,0.0104749076781589,0.1269162458657858,-0.0320787454208777,0.2967113137090343,0.0157071592436735,0.0365274963897929,0.0024499333712855,0.307812642976275,0.1124848272731159,0.2213019208451478,-0.0250382839881362,-0.1698903659397701,0.082876838284247,-0.0040957136745601,0.0589635638192635,-0.0253639766212688,0.0700605699091455,0.1048265095739043,-0.077342925474624,-0.0034562569912102,-0.1062968358168745,-0.0425396672109672,-0.0922744784814414,0.0290824657532462,0.0891877202808705,-0.0017698244011533,-47.680923,6.770333,0,0,1,6,7,0,1,1,3,7,2,12,5,0,8,0,2,0,5,5,5,2,2,2,2,0,14,14,14,14,14,14,3,3,3,3,1,0,1,1,0,7,7,7,7,7,7,7
DB00918,-3.627060755600759,0.6175817545073682,-0.272992777472506,-0.3692267299651546,-0.9800412225346612,-0.1482242724157836,-0.6772931082832114,-0.1414367953149879,-0.0622614710086469,0.0736443938689327,0.3486812776044723,-0.1937959353603185,-0.2857968325252131,0.2804237034355413,0.2137771112330459,0.0142199369331127,0.0487189214431521,0.159321839852076,-0.0689007733312923,-0.0893916834022252,0.0385924337652503,0.1004482164718796,0.2587479833513103,-0.0299751123480258,0.0412692723082368,-0.1093867957147843,-0.2144295665450936,-0.072256010132725,0.0735021568737575,-0.0265144987311217,-0.3920866187012524,0.0565476624471801,-0.0459834744344229,0.0028111076079072,0.0489790922886745,-0.0851399002043893,0.089191966781474,-0.1578504381188269,-0.0383060286944612,0.0711348988445832,0.2145770817937753,-0.1317016033343524,0.0065792705946589,-0.1599742835667566,-0.0142561101964925,0.0275503548242276,0.2566043016274115,0.2138438093488379,-0.0575234207917131,0.1286429299594497,-36.2213,19.664469,0,0,1,6,1,9,9,8,9,4,7,4,11,7,16,8,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,3,3,3,3,1,0,10,10,10,10,10,10,4,4,4,1
DB00461,-3.2683991334394147,-2.4101966280241056,0.896968800086511,-0.0318971971919862,-0.0486936718236376,0.5281587957476668,0.2184225143615312,0.0617045646156474,-0.0722690161771874,-0.1448344395025507,0.3033579564082886,0.2797215569791438,-0.3945354058857774,-0.3798801972439029,-0.0141302953402239,0.1993750242491045,-0.0305720970477354,-0.0530987244278001,-0.0962051139659083,-0.3427964890500278,-0.1292605025274351,-0.2819381876625833,-0.1332795583589732,0.1119155356682563,-0.1780935123909405,0.0328833487554725,-0.1149900332978956,0.1473680718340801,0.0044732613597807,-0.1495215258586576,-0.129359643254235,0.2946700138267848,-0.0155265498146245,-0.0946786543020791,-0.0996028187224005,-0.1939934248105986,-0.03124200678463,-0.0421889948110453,-0.1276136127696874,0.0497058941090177,0.1415463350616639,-0.0462194487749838,-0.1169746391439766,-0.0494470269554301,-0.0077608911545051,0.0416663238853253,-0.0450303425101061,0.0625714225250217,-0.083072699722009,0.0572338596057754,-10.0445595,-38.287457,2,1,6,1,5,4,10,6,10,2,13,1,7,5,15,16,4,4,4,4,4,4,4,4,1,1,0,15,15,15,15,15,4,4,4,1,0,4,4,4,4,4,4,4,1,0,3,3
DB09115,3.5675900526433395,-2.506182778862638,-0.85903480048286,0.3833694210635696,0.5148005098488002,1.1507419201263405,-0.5261181895116933,0.1684601450807321,-0.381758474536878,0.1216442287963076,-0.3108454382548228,-0.2670284071014402,-0.4005399178347706,-0.0591339410816589,-0.2129275527427135,-0.2116981989622468,-0.2644524001591334,0.0161446151002689,0.1054801427111776,-0.0947653210454408,0.2156062745181676,0.1162753194217046,0.0800677917622674,0.3288436311943447,-0.0221195075295133,-0.2022687391586205,0.0677365898725371,-0.4155628004883599,0.0686683963731545,-0.1970589790059169,-0.1657863471603917,-0.1177879588291815,-0.1425330391993848,-0.0336192014233764,-0.012665131889998,-0.2095116845637821,0.1522985329626173,0.032129620790555,0.1347766494302111,0.1584843829311324,-0.1306723222646156,-0.0812143590441267,0.0267044839132862,0.0897966430846201,-0.0533056589214486,0.0208068239510834,0.0476890644273759,-0.0261907851666646,0.0768143989649569,-0.1444391902881959,22.956951,-31.328133,2,4,2,3,2,7,7,4,7,6,1,3,4,16,3,18,1,1,1,0,2,0,8,8,8,8,8,8,8,8,8,8,1,1,1,0,3,3,3,3,1,0,6,6,6,6,6,6
DB00175,-1.463415845418672,3.198584039493948,1.2655295775643196,-0.022288590678183,0.4946457828932101,-0.1531903524765172,-0.1524697912844208,0.1776105864048968,-0.160548466524443,0.3316103709909063,-0.7240802582127606,0.1345788765095122,0.1802920581499524,0.2313813142088897,0.029121713419535,0.1039491347624628,-0.1974325461893369,0.0237627327671359,0.0680785560968087,0.0390878876896552,-0.196863062479299,0.0159299106051518,0.0392000034205443,-0.1183765516613432,-0.087228522037207,-0.1433999064611221,0.0095856988216207,-0.1115230709876138,0.2086036378946969,0.0431402573514022,-0.099020830626479,0.0156265212600906,-0.1025479895494174,-0.0229316295471669,-0.0847603636265361,0.0897758686824132,-0.1314100028326863,-0.038571740054433,0.0070715291701372,0.0093017177536879,-0.1176480665939996,-0.0499607502503938,-0.0727941915052493,0.0012226905249403,-0.0928855607287134,0.1173747499543274,-0.0609480875842631,-0.0426749532131785,0.0083916068009242,-0.0541612435188239,8.102124,26.361177,1,2,0,5,4,6,3,5,8,13,12,2,3,4,2,15,0,2,0,1,1,1,0,3,3,3,1,1,1,1,0,19,0,0,5,5,5,5,5,2,2,2,0,8,8,3,1,0
DB04918,1.356753429356522,1.319211386065823,-1.5087830656329253,-0.8563796605180368,0.2319361826744425,-0.6791837342891366,-0.6093300323688314,-0.695867045043061,-0.4465226482837156,-0.4618468644110199,-0.0422728447971196,0.1095803715544901,0.157083828417633,-0.2409838706018782,-0.2017696843980039,-0.1817575869823442,-0.0580117626884014,-0.3285942542314106,0.078323211845802,0.2398470083777654,0.3455453335735907,0.2276224543357838,0.1443424024740882,0.2194969073051703,0.1205066873160763,0.0820885001154131,0.0337671134456914,-0.2944457524807106,-0.0930988144737216,0.2007675447079322,0.228248032475746,0.1426919699821687,-0.0769510375227841,-0.0015159557956911,-0.1230488641958516,0.0460423351990484,0.0739740105549034,0.1874395565636719,-0.1733481103484772,0.0446118422127653,0.1078244128671453,-0.1545746921722065,-0.0291470966673963,-0.0688701508023021,0.0889203063361134,0.0428894465709544,-0.0210445937985594,-0.0437339325835492,0.0848169387854584,-0.0087253197786704,9.28173,11.2199745,1,2,4,4,6,1,8,10,12,1,3,8,10,10,13,19,0,2,0,1,1,1,0,3,3,3,1,1,1,1,0,19,0,0,5,5,5,5,5,2,2,2,0,8,8,3,1,0
DB09117,2.1873848905807605,0.0440778941066837,0.5337513621131083,-1.662431384867198,-0.7244155906727869,-0.4684278590331889,0.0670093119228432,0.5585087670880214,0.6884342509736454,-0.0962732419955526,0.1982673309644931,0.206927570128799,0.1467389628255314,0.0482559130164165,-0.0457485421066649,-0.0670929029199009,0.1174809237798877,0.0268683510152238,-0.1562943864845075,-0.0706512769629478,-0.2141437510709944,-0.4392548515809706,-0.2482332434165468,0.1575501846137035,0.0450796047459255,-0.0719709815265925,0.0097755419606892,0.1356023740312561,0.092773660141777,-0.0536066676085277,-0.1370304307025265,-0.059753622502451,-0.1448740507814724,-0.0197417867215434,-0.0720953561354085,-0.1027042257719956,0.1940503963939384,-0.0238669143385649,0.1555164107068165,-0.0468779915712279,0.012740830021009,-0.0764776045544659,-0.0015921402854981,0.1591502371887897,0.0355143081567985,-0.0798317581171524,-0.0098792147670876,-0.0417582950598165,-0.143264635336565,0.0503586458959878,15.171752,-11.031792,1,4,4,2,0,7,7,4,7,6,11,14,9,3,9,12,1,1,1,0,8,8,3,1,0,6,6,2,0,17,17,17,1,1,1,0,3,3,3,3,1,0,14,14,14,14,14,14
DB05015,-0.2636318572254228,-3.013970125319536,-0.7641592333601641,1.0295256724112742,0.7991576208071379,0.0420578472689375,0.3776322413537074,-0.7093142010589877,0.0555175929351282,-0.1862554236491807,-0.2768528977891291,-0.0582452777979029,0.7534498776040431,-0.1005579479413368,0.2285257642256071,0.2745537611034873,0.2487224943715477,-0.0517688124781671,0.463353210727094,-0.0062629302273989,-0.0253375375085156,-0.2712678932524297,0.1358001691311481,0.2371671391605493,0.1672431811790237,-0.1103225226644609,-0.2608923954993706,-0.0038962126131518,0.1298469182429022,0.0093796164203616,0.1014724478800322,0.0008403402134826,0.1489074192587956,0.0179342652735102,-0.1029226382078754,0.1421387469217159,-0.1617866592568655,0.0160083071067368,0.0439885722935248,0.1238992849022845,0.1864634926129745,0.0953516654469532,0.0466424443598495,0.0183515727578088,0.039133701744442,0.0621950557730031,0.0151030418522693,-0.0519039273054608,0.0857796930137217,0.071012114676937,7.84654,-43.94043,2,4,2,3,2,2,6,11,5,10,9,9,16,14,10,11,1,1,1,0,2,0,10,10,10,10,10,10,10,10,4,4,1,1,1,0,8,8,8,8,8,8,8,3,3,1,0,9
DB13967,-1.6174920889754405,0.4797900553464808,1.1391100838856851,1.932395079424425,0.2527684944149572,0.1497171323854761,0.2314102509533374,-0.1278854886518907,-0.2762202382581581,-0.2439768560546583,-0.4881348835858172,-0.3449645364641417,-0.0148906827255659,0.1194165073568614,0.0680363955576472,0.0061015132513531,0.2770695988702155,-0.1089095717748131,0.105729951825466,0.1001893669030375,-0.1050615334143473,-0.1510652968114676,0.0042668547761076,-0.0959749166016069,0.1994009851590906,-0.0182004984976756,-0.173662154338508,0.0153703585440765,0.1197547489622801,0.0560066382782132,0.0341356560304845,-0.2576321515863632,-0.0196695993592304,-0.0422991452014781,-0.2094110676360956,0.0380755843636903,0.0018183928116541,-0.1227719074938877,0.1327082789163401,-0.2031352442280626,-0.0769208665843176,-0.101177331731888,0.0659733794641678,-0.0218967543464458,0.0493000259343649,-0.1769361615901685,0.1651837299016842,-0.1111121207147701,-0.084534375638815,0.0728212532521715,-28.64254,-25.789059,2,1,6,1,5,4,10,6,10,2,13,1,0,15,4,6,4,4,4,4,4,4,4,4,1,1,0,6,6,2,2,2,4,4,4,1,0,4,4,4,4,4,4,4,1,0,18,18
DB12293,-2.703940822687698,-1.60813610096743,-2.425170245300052,0.5888777628887499,-0.6126241404239492,-0.5114852972221555,0.1312909260341578,0.5155903142521667,0.2262335528751622,0.4949053149681129,-0.0452559101144705,0.2756710492663387,0.4796704647205097,-0.0869096702652597,0.1775319371809642,-0.0914569588966707,0.2410089698365176,0.0127433074499921,0.0799559997952638,-0.1435863442067987,0.2276480455480228,-0.1923195670788077,0.0079414059960773,-0.0447340860056274,-0.0746986204042472,-0.1741609306477375,0.0853478217798297,-0.076868672469653,0.089675284032536,0.2620686205411588,0.1207426783051675,0.0010725023087081,0.1732017808803501,0.1236914158281137,-0.02830498520741,-0.1639202334471348,-0.2012754776819205,0.0839116639802612,0.160264612370501,0.1728153247294254,-0.1790930721147322,0.1049851418126929,-0.1212408236829063,0.0648210449676436,-0.1984926158827148,-0.0152799852040458,-0.0156091580551142,0.0850704642940848,-0.0660323185779307,0.0340556677561139,-32.571938,-4.717524,0,0,1,6,7,0,1,1,3,7,2,12,5,0,8,0,2,0,5,5,5,2,2,2,2,0,3,3,3,3,3,1,3,3,3,3,1,0,1,1,0,13,13,13,13,13,13,13
DB09155,9.914852813643565,0.11996091448102,-0.5894989727633494,1.255021364070391,-1.1941727945758662,0.3747245592935782,-0.1262112017468533,-0.1692415055664351,-0.3182438963055803,-0.1767502803260232,0.1366525544650506,0.22268877099752,0.1497907596063424,-0.1092668519338432,-0.2944833478788436,-0.0598647196498031,-0.201336722491111,-0.061327084328058,0.0951886115369595,0.1052843990982747,-0.1864567374777651,-0.1904424096010502,0.1062635088689436,-0.1101662284301734,-0.1239543596844065,-0.0322226014580912,0.022231053175943,0.0979400095319261,0.0182669309092214,0.0541524086512165,-0.00503425244076,-0.0066041123545733,0.0362371409116644,-0.0252396791130434,-0.0869842789044112,0.0672779500217265,0.0285490955034766,-0.0406461702446502,0.0893290160173937,0.0195723480200873,-0.036290535633176,-0.0327524719326015,0.092870406331338,-0.0813226529767067,-0.0041699524693557,0.0434607047468297,-0.0208182842477659,0.0479080437746557,-0.0313096907575203,-0.0390116278715698,61.79111,3.792953,4,5,3,7,8,8,4,7,0,9,5,10,12,6,0,4,3,3,3,3,3,3,1,0,4,4,4,4,4,4,1,0,2,2,0,7,7,7,7,7,7,3,3,1,0,8,8,8
DB00294,-0.321704489666102,3.183656760710797,-1.6679920988428911,-1.6429798424563833,-0.0988322590351734,0.9581473131118544,0.6102896452707308,-0.3243481154168706,0.4542778197352016,-0.0863774863105799,-0.0407037562186361,-0.0988422372717449,0.0767431862356201,-0.2569973414281615,-0.3332015105434093,0.0378772949652563,0.2413428624525002,-0.3025042668493717,-0.0296581333731091,0.1312630565152221,0.3509424526016903,0.2678412245137739,0.0220113045332301,-0.1144228732028379,0.1247059022800376,0.0518914745269104,0.06015617348832,0.3826404906598946,0.1050127680545092,-0.1455165912880843,-0.0188160371978468,-0.1275218029712921,0.0360167184041312,0.2188235968969966,-0.0719322306552885,-0.1097536446923917,-0.0617786342001843,0.0977775708816852,-0.0010190565092754,-0.0670165565139048,0.0426667776657306,-0.0431348066811043,-0.0469485230945279,-0.0908887026302952,0.1127974308053438,-0.0533763899052136,-0.0933217463331074,-0.2007652988215337,0.1429472267434205,-0.1057858275413876,-13.990949,45.54771,3,3,5,0,3,5,5,3,1,12,0,6,8,2,12,5,0,5,2,2,0,9,9,9,9,9,9,9,9,9,9,9,0,5,2,2,2,2,2,0,12,12,12,12,12,12,12,12
DB02325,3.3544182969586966,-0.9646168044876056,1.8530585455558284,-1.862458706701437,-0.1853479778665483,-0.2665927442416452,0.921418168467678,0.731697087133285,0.4861819266700792,0.4296996868109509,0.3546502260331275,-0.2481293989592126,-0.5053052640484923,0.1006881321072921,-0.0345346355159819,-0.1374934545390707,0.0328824022325883,-0.0107747063212407,-0.1215200152199352,0.3186292222239035,0.0541633421570202,-0.2618518816622374,-0.1639394696573173,0.153427631942172,0.0302281977191797,-0.0239021303215297,-0.1424195658804448,0.0066510428996402,0.0083313680986515,-0.0452744644895652,0.1201964139606937,-0.3196687466376712,-0.2769216216166087,-0.029409450857265,-0.1357540044667499,0.0533296290936836,-0.0354296831191528,0.2513002446791413,0.2195695450925278,0.0127192707662768,0.071536661417551,-0.0975080255542921,0.1281407548105758,0.0051681648184662,0.0679595737433273,0.0441582117030117,-0.0286383540369705,-0.0417971506905268,-0.0238309496268693,-0.0727707935970466,36.132717,-6.419035,4,5,3,2,0,3,0,0,11,0,8,5,2,1,6,13,3,3,3,3,3,3,1,0,12,12,12,12,12,12,12,12,2,2,0,4,4,1,0,11,11,11,11,11,11,11,11,11
DB00130,2.606327859894895,-1.2066280158100595,1.9533424382709583,-2.2075520532536155,0.9402758020097916,-1.0079698331398148,0.9078100456761306,-0.7512649608155535,0.1716721605727586,0.3820170187607363,0.4417064158394266,-0.4128047868121783,0.3708388703421806,-0.2751841773398834,-0.0629633493586011,-0.2984695904001151,0.1157557143771773,0.0816191176618702,-0.3716364998723761,-0.0088689135784769,-0.2893737060883675,0.0028739133624888,0.2727220466874493,-0.1091878629567836,-0.300852185646549,-0.1975397380315545,0.1177310536384752,0.0706340689678133,-0.1885786386508813,0.1111523280741045,-0.0201543304509624,0.0323014960221212,-0.0324845506344043,0.0545705685171758,0.0320860888645242,-0.073034219243767,0.0226528004106119,0.0254097137188633,0.0218297514404818,0.1008268861700179,-0.0565537450209677,-0.0911075736936345,0.0949561922408982,0.063713124033836,0.0506175993403972,-0.1001642227678957,-0.0643423570068248,0.051953332437188,0.0438657758386703,-0.1423542971477613,30.243706,-5.053775,4,5,3,2,0,3,0,0,11,0,8,5,2,1,6,13,3,3,3,3,3,3,1,0,12,12,12,12,12,12,12,12,2,2,0,4,4,1,0,11,11,11,11,11,11,11,11,11
